Mucor_sp._NRRL_A-17797	Mucoromycota	Mucoromycotina
Mucor_sp._NRRL_A-25783	Mucoromycota	Mucoromycotina
Mucor_alternans_NRRL_A-16397	Mucoromycota	Mucoromycotina
Mucor_hiemalis_f._hiemalis_NRRL_1743	Mucoromycota	Mucoromycotina
Mucor_oblongisporus_var._macrosporus_NRRL_1589	Mucoromycota	Mucoromycotina
Mucor_genevensis_NRRL_A-17770	Mucoromycota	Mucoromycotina
Mucor_aromaticus_NRRL_A-17745	Mucoromycota	Mucoromycotina
Mucor_racemosus_Fresenius_NRRL_1608	Mucoromycota	Mucoromycotina
Mucor_circinelloides_f._janssenii_NRRL_2404	Mucoromycota	Mucoromycotina
Mucor_sp._NRRL_A-25546	Mucoromycota	Mucoromycotina
Mucor_brunneus_NRRL_2351	Mucoromycota	Mucoromycotina
Mucor_racemosus_Fresenius_NRRL_1504	Mucoromycota	Mucoromycotina
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	Mucoromycota	Mucoromycotina
Mucor_globosus_NRRL_A-28295	Mucoromycota	Mucoromycotina
Mucor_genevensis_NRRL_1756	Mucoromycota	Mucoromycotina
Mucor_hiemalis_NRRL_2349	Mucoromycota	Mucoromycotina
Mucor_ramannianus_NRRL_1839	Mucoromycota	Mucoromycotina
Mucor_racemosus_NRRL_1627	Mucoromycota	Mucoromycotina
Mucor_sp._NRRL_A-21232	Mucoromycota	Mucoromycotina
Mucor_circinelloides_NRRL_A-25893	Mucoromycota	Mucoromycotina
Mucor_sp._NRRL_A-25970	Mucoromycota	Mucoromycotina
Mucor_globosus_Fischer_NRRL_1759	Mucoromycota	Mucoromycotina
Mucor_racemosus_Fresenius_NRRL_1994	Mucoromycota	Mucoromycotina
Mucor_pusillus_NRRL_A-14037	Mucoromycota	Mucoromycotina
Mycocladus_corymbifer_NRRL_1309	Mucoromycota	Mucoromycotina
Mycotypha_microspora_Fenner_NRRL_684	Mucoromycota	Mucoromycotina
Mycotypha_microspora_Fenner_NRRL_A-11005	Mucoromycota	Mucoromycotina
Parasitella_simplex_NRRL_1460	Mucoromycota	Mucoromycotina
Parasitella_parasitica_Bainier_Sydow_NRRL_1461	Mucoromycota	Mucoromycotina
Phycomyces_blakesleeanus_Burgeff_var._piloboloides_NRRL_2566	Mucoromycota	Mucoromycotina
Phycomyces_blakesleeanus_Burgeff_NRRL_1465	Mucoromycota	Mucoromycotina
Pilaira_caucasica_Milko_NRRL_6282	Mucoromycota	Mucoromycotina
Rhizopus_formosaensis_NRRL_2910	Mucoromycota	Mucoromycotina
Rhizopus_microsporus_NRRL_5552	Mucoromycota	Mucoromycotina
Rhizopus_microsporus_NRRL_5551	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-26112	Mucoromycota	Mucoromycotina
Rhizopus_sp._NRRL_A-16766A	Mucoromycota	Mucoromycotina
Rhizopus_oligosporus_Saito_NRRL_A-26117	Mucoromycota	Mucoromycotina
Syncephalastrum_sp._NRRL_A-15186	Mucoromycota	Mucoromycotina
Syncephalastrum_sp._NRRL_1487	Mucoromycota	Mucoromycotina
Syncephalastrum_sp._NRRL_A-23572	Mucoromycota	Mucoromycotina
Zygorhynchus_moelleri_NRRL_1498	Mucoromycota	Mucoromycotina
Zygorhynchus_moelleri_Vuillemin_NRRL_1497	Mucoromycota	Mucoromycotina
Zygorhynchus_heterogamus_Vuillemin_NRRL_1489	Mucoromycota	Mucoromycotina
Coemansia_sp._RSA_355	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_521	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_720	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1813	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_922	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1287	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_520	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_986	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1199	Zoopagomycota	Kickxellomycotina
Coemansia_sp._BCRC_34962	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_522	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_353	Zoopagomycota	Kickxellomycotina
Coemansia_aciculifera_CBS_109363	Zoopagomycota	Kickxellomycotina
Coemansia_brasiliensis_NRRL_1566	Zoopagomycota	Kickxellomycotina
Coemansia_erecta_IMI_279145	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1250	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1797	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1878	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2440	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2522	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2702	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2704	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2706	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_485	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S610	Zoopagomycota	Kickxellomycotina
Coemansia_spiralis_CBS_109367	Zoopagomycota	Kickxellomycotina
Tieghemiomyces_parasiticus_RSA_861	Zoopagomycota	Kickxellomycotina
Dispira_simplex_RSA_1455	Zoopagomycota	Kickxellomycotina
Dispira_parvispora_RSA_1196	Zoopagomycota	Kickxellomycotina
Coemansia_nantahalensis_CBS_109400	Zoopagomycota	Kickxellomycotina
Coemansia_nantahalensis_CBS_109366	Zoopagomycota	Kickxellomycotina
Conidiobolus_pumilus_ARSEF_6383	Zoopagomycota	Entomophthoromycotina
Coemansia_aciculifera_CBS_516.66	Zoopagomycota	Kickxellomycotina
Coemansia_guatemalense_NRRL_1565	Zoopagomycota	Kickxellomycotina
Coemansia_helicoidea_BCRC_34780	Zoopagomycota	Kickxellomycotina
Coemansia_javaensis_NBRC_105414	Zoopagomycota	Kickxellomycotina
Coemansia_sp._Cherry_401B	Zoopagomycota	Kickxellomycotina
Coemansia_sp._IMI_209128	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_988	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1290	Zoopagomycota	Kickxellomycotina
Coemansia_spiralis_CBS_108938	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2607	Zoopagomycota	Kickxellomycotina
Mycoemilia_scoparia_NBRC_100468	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2526	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_637	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1939	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_371	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_564	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_678	Zoopagomycota	Kickxellomycotina
Coemansia_erecta_CBS_336.87	Zoopagomycota	Kickxellomycotina
Coemansia_erecta_CBS_939.97	Zoopagomycota	Kickxellomycotina
Coemansia_furcata_CBS_102833	Zoopagomycota	Kickxellomycotina
Coemansia_sp._BCRC_34490	Zoopagomycota	Kickxellomycotina
Coemansia_sp._D1744	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1085	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1200	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1365	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1722	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1935	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2050	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2052	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2131	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2610	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2611	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2705	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S16	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S3946	Zoopagomycota	Kickxellomycotina
Dimargaris_cristalligena_RSA_1219	Zoopagomycota	Kickxellomycotina
Dimargaris_verticellata_RSA_567	Zoopagomycota	Kickxellomycotina
Dimargaris_xerosporica_NRRL_3178	Zoopagomycota	Kickxellomycotina
Coemansia_thaxteri_IMI_214461	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_25	Zoopagomycota	Kickxellomycotina
Radiomyces_mexicana_RSA_1186	Mucoromycota	Mucoromycotina
Coemansia_sp._RSA_1836	Zoopagomycota	Kickxellomycotina
Coemansia_erecta_BCRC_34228	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2559	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2671	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_530	Zoopagomycota	Kickxellomycotina
Coemansia_aciculifera_NRRL_2694	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S100	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_552	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1972	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1694	Zoopagomycota	Kickxellomycotina
Coemansia_interrupta_BCRC_34489	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S2	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2531	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1286	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_455	Zoopagomycota	Kickxellomycotina
Coemansia_furcata_BCRC_34190	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S142-1	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_560	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S155-1	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S680	Zoopagomycota	Kickxellomycotina
Dicranophora_fulva_NRRL_22204	Mucoromycota	Mucoromycotina
Chaetocladium_jonesii_RSA_772	Mucoromycota	Mucoromycotina
Coemansia_sp._RSA_2673	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1358	Zoopagomycota	Kickxellomycotina
Coemansia_sp._BCRC_34301	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_475	Zoopagomycota	Kickxellomycotina
Kickxella_alabastrina_RSA_2140	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_788	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2322	Zoopagomycota	Kickxellomycotina
Coemansia_sp._Benny_D115	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2603	Zoopagomycota	Kickxellomycotina
Coemansia_thaxteri_IMI_214463	Zoopagomycota	Kickxellomycotina
Sporodiniella_umbellata_FLAS-F-62758	Mucoromycota	Mucoromycotina
Coemansia_aciculifera_RSA_476	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S85	Zoopagomycota	Kickxellomycotina
Coemansia_sp._S146	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_454	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1853	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_376	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1822	Zoopagomycota	Kickxellomycotina
Coemansia_spiralis_NRRL_3115	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2424	Zoopagomycota	Kickxellomycotina
Coemansia_aciculifera_BCRC_34181	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2337	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1285	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2530	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_921	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2524	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2049	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1937	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_551	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1721	Zoopagomycota	Kickxellomycotina
Coemansia_linderi_BCRC_34191	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2681	Zoopagomycota	Kickxellomycotina
Coemansia_pectinata_BCRC_34297	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1807	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_370	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_562	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2618	Zoopagomycota	Kickxellomycotina
Dipsacomyces_acuminosporus_NRRL_2925	Zoopagomycota	Kickxellomycotina
Thamnostylum_repens_RSA_459+	Mucoromycota	Mucoromycotina
Spiromyces_aspiralis_RSA_2271	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1646	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_1804	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_532	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2320	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_487	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_2336	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_518	Zoopagomycota	Kickxellomycotina
Syzygites_sp._MES_3091	Mucoromycota	Mucoromycotina
Absidia_cylindrospora_NRRL_1343	Mucoromycota	Mucoromycotina
Absidia_dubia_NRRL_1322	Mucoromycota	Mucoromycotina
Absidia_inflata_NRRL_6591	Mucoromycota	Mucoromycotina
Circinella_angarensis_NRRL_2410	Mucoromycota	Mucoromycotina
Circinella_mucoroides_NRRL_1354	Mucoromycota	Mucoromycotina
Circinella_rigida_NRRL_2341	Mucoromycota	Mucoromycotina
Mucor_aligarensis_NRRL_3099	Mucoromycota	Mucoromycotina
Mucor_circinelloides_f._lusitanicus_NRRL_3629	Mucoromycota	Mucoromycotina
Mucor_foenicola_NRRL_A-10991	Mucoromycota	Mucoromycotina
Mucor_fragilis_NRRL_2569	Mucoromycota	Mucoromycotina
Mucor_griseo-ochraceus_var._minuta_NRRL_3246	Mucoromycota	Mucoromycotina
Mucor_heterosporus_NRRL_3154	Mucoromycota	Mucoromycotina
Mucor_indicus_NRRL_555	Mucoromycota	Mucoromycotina
Mucor_laxorrhizus_NRRL_2814	Mucoromycota	Mucoromycotina
Mucor_pakistanicus_NRRL_6589	Mucoromycota	Mucoromycotina
Mucor_petrinsularis_var._echinosporus_NRRL_3141	Mucoromycota	Mucoromycotina
Mucor_petrinsularis_var._ovalisporus_NRRL_2536	Mucoromycota	Mucoromycotina
Mucor_ramosissimus_NRRL_3042	Mucoromycota	Mucoromycotina
Mucor_recurvus_NRRL_2358	Mucoromycota	Mucoromycotina
Mucor_recurvus_var._indicus_NRRL_3247	Mucoromycota	Mucoromycotina
Phycomyces_theobromatus_NRRL_1467	Mucoromycota	Mucoromycotina
Zygorhynchus_exponens_NRRL_1492	Mucoromycota	Mucoromycotina
Zygorhynchus_macrocarpus_NRRL_2663	Mucoromycota	Mucoromycotina
Coemansia_sp._RSA_1933	Zoopagomycota	Kickxellomycotina
Coemansia_sp._RSA_451	Zoopagomycota	Kickxellomycotina
Conidiobolus_antarcticus_ARSEF_6913	Zoopagomycota	Entomophthoromycotina
Amylomyces_rouxii_NRRL_A-25885	Mucoromycota	Mucoromycotina
Amylomyces_rouxii_NRRL_3160	Mucoromycota	Mucoromycotina
Amylomyces_rouxii_NRRL_5192	Mucoromycota	Mucoromycotina
Amylomyces_rouxii_NRRL_A-26221	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI53173	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI215407	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI201247	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI16641	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI180966	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13690	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13738	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13850	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-17371	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-21704	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-21578	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-20824	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-21477	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-23526	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-12134	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13471	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13688	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-10276	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-12745	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-23527	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-26501	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-26116	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13606	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13642	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13676	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13677	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-13678	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-15308	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-21579	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NRRL_A-25359	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY01865	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY01861	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NBRC_5318	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NBRC_4770	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_CBS_387.34	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY01745	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY01921	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_CBS_258.28	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY02848	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY00507	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_NBRC_4735	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_CBS_330.53	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY02152	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_JCM_5580	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY01909	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_XY00429	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI195599	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI199624	Mucoromycota	Mucoromycotina
Rhizopus_arrhizus_IMI266680	Mucoromycota	Mucoromycotina
Paraphysoderma_sedebokerense_JEL0847	Chytridiomycota	Chytridiomycota
Blyttiomyces_sp._JEL0837	Chytridiomycota	Chytridiomycota
Chytriomyces_hyalinus_JEL0117	Chytridiomycota	Chytridiomycota
Dinochytrium_kinnereticum_KLL_TL_06062013	Chytridiomycota	Chytridiomycota
Entophlyctis_luteolus_JEL0129	Chytridiomycota	Chytridiomycota
Entophlyctis_luteolus_JEL0120	Chytridiomycota	Chytridiomycota
Phlyctochytrium_bullatum_JEL0754	Chytridiomycota	Chytridiomycota
Phlyctochytrium_planicorne_JEL0388	Chytridiomycota	Chytridiomycota
Podochytrium_sp._JEL0797	Chytridiomycota	Chytridiomycota
Rhizoclosmatium_hyalinus_JEL0917	Chytridiomycota	Chytridiomycota
Siphonaria_sp._JEL0065	Chytridiomycota	Chytridiomycota
Nowakowskiella_sp._JEL0774	Chytridiomycota	Chytridiomycota
Lobulomyces_angularis_JEL0522	Chytridiomycota	Chytridiomycota
Rhizophlyctis_rosea_JEL0764	Chytridiomycota	Chytridiomycota
Kappamyces_sp._JEL0680	Chytridiomycota	Chytridiomycota
Paranamyces_uniporus_JEL0695	Chytridiomycota	Chytridiomycota
Rhizophydium_sp._JEL0842	Chytridiomycota	Chytridiomycota
Rhizophydium_sp._JEL0801	Chytridiomycota	Chytridiomycota
Rhizophydium_sp._JEL0728	Chytridiomycota	Chytridiomycota
Rhizophydium_sp._JEL0829	Chytridiomycota	Chytridiomycota
Rhizophydium_sp._JEL0838	Chytridiomycota	Chytridiomycota
Rhizophydium_sp._JEL0866	Chytridiomycota	Chytridiomycota
Chytriomyces_hyalinus_ARG085	Chytridiomycota	Chytridiomycota
Chytriomyces_hyalinus_JEL0176	Chytridiomycota	Chytridiomycota
Chytriomyces_hyalinus_ARG121	Chytridiomycota	Chytridiomycota
Chytriomyces_hyalinus_JEL0345	Chytridiomycota	Chytridiomycota
Entophlyctis_sp._JEL0112	Chytridiomycota	Chytridiomycota
Geranomyces_michiganensis_JEL0563	Chytridiomycota	Chytridiomycota
Gaertneriomyces_sp._JEL0708	Chytridiomycota	Chytridiomycota
Geranomyces_variabilis_JEL0379	Chytridiomycota	Chytridiomycota
Geranomyces_variabilis_JEL0566	Chytridiomycota	Chytridiomycota
Geranomyces_variabilis_JEL0389	Chytridiomycota	Chytridiomycota
Geranomyces_variabilis_JEL0567	Chytridiomycota	Chytridiomycota
Allomyces_arbuscula_Burma_1F	Blastocladiomycota	Blastocladiomycota
Allomyces_javanicus_California_12	Blastocladiomycota	Blastocladiomycota
Conidiobolus_lamprauges_ARSEF_2338	Zoopagomycota	Entomophthoromycotina
Conidiobolus_firmipilleus_ARSEF_2731	Zoopagomycota	Entomophthoromycotina
Conidiobolus_rhysosporus_ARSEF_448	Zoopagomycota	Entomophthoromycotina
Conidiobolus_thromboides_ARSEF_4968	Zoopagomycota	Entomophthoromycotina
Conidiobolus_heterosporus_ARSEF_6386	Zoopagomycota	Entomophthoromycotina
Conidiobolus_megalotocus_ARSEF_8428	Zoopagomycota	Entomophthoromycotina
Apophysomyces_sp._BC1015	Mucoromycota	Mucoromycotina
Apophysomyces_sp._BC1021	Mucoromycota	Mucoromycotina
Apophysomyces_sp._BC1034	Mucoromycota	Mucoromycotina
Mortierella_ambigua_BC1065	Mucoromycota	Mortirellomycotina
Mortierella_ambigua_BC1291	Mucoromycota	Mortirellomycotina
Circinella_simplex_CBS_142.35	Mucoromycota	Mucoromycotina
Circinella_minor_CBS_143.56	Mucoromycota	Mucoromycotina
Circinella_chinensis_CBS_150.53	Mucoromycota	Mucoromycotina
Pilaira_moreaui_CBS_181.26	Mucoromycota	Mucoromycotina
Pilaira_caucasica_CBS_523.68	Mucoromycota	Mucoromycotina
Pirella_naumovii_IMI_133977	Mucoromycota	Mucoromycotina
Benjaminiella_youngii_IMI_325629	Mucoromycota	Mucoromycotina
Mucor_silvaticus_NRRL_1431	Mucoromycota	Mucoromycotina
Mucor_oblongisporus_var._macrosporus_NRRL_1574	Mucoromycota	Mucoromycotina
Mucor_varians_NRRL_1760	Mucoromycota	Mucoromycotina
Mucor_genevensis_NRRL_1821	Mucoromycota	Mucoromycotina
Mucor_philippovi_NRRL_3036	Mucoromycota	Mucoromycotina
Mucor_odoratus_NRRL_3064	Mucoromycota	Mucoromycotina
Mucor_mousanensis_NRRL_3105	Mucoromycota	Mucoromycotina
Mucor_hiemalis_f._corticola_NRRL_3617	Mucoromycota	Mucoromycotina
Mucor_circinelloides_f._griseocyanus_NRRL_3621	Mucoromycota	Mucoromycotina
Mucor_hiemalis_f._hiemalis_NRRL_3624	Mucoromycota	Mucoromycotina
Mucor_hiemalis_f._silvaticus_NRRL_3643	Mucoromycota	Mucoromycotina
Mucor_racemosus_f._sphaerosporus_NRRL_3645	Mucoromycota	Mucoromycotina
Mucor_nidicola_NRRL_54520	Mucoromycota	Mucoromycotina
Cunninghamella_brunnea_NRRL_6143	Mucoromycota	Mucoromycotina
