SPECIES,STRAIN,JGILIBRARY,BIOSAMPLE,BIOPROJECT,TAXONOMY_ID,ORGANISM_NAME,SRA_SAMPID,SRA_RUNID,LOCUSTAG,TEMPLATE
Rhizopus oligosporus Saito NRRL A-26117,NRRL A-26117,GAWHC,SAMN11510196,PRJNA535668,4847,Rhizopus microsporus var. oligosporus,SRS5128170,SRR9720175,FBU12,ZygoLCG
Rhizopus oligosporus Saito NRRL A-26124,NRRL A-26124,GAUTB,SAMN11510188,PRJNA535669,4847,Rhizopus microsporus var. oligosporus,SRS5128291,SRR9720297,FBU13,ZygoLCG
Rhizopus oryzae NRRL 13098,NRRL 13098,CWSCT,SAMN11511971,PRJNA537153,64495,Rhizopus oryzae,SRS5069335,SRR9650570,FB127,ZygoLCG
Rhizopus oryzae NRRL 1549,NRRL 1549,CWPZY,SAMN11511990,PRJNA537147,64495,Rhizopus oryzae,SRS4735923,SRR9028959,FB121,ZygoLCG
Rhizopus oryzae NRRL 1550,NRRL 1550,CWPZZ,,,,,,,,ZygoLCG
Rhizopus oryzae NRRL 2625,NRRL 2625,CWSAS,SAMN11511992,PRJNA537149,64495,Rhizopus oryzae,SRS5069298,SRR9650532,FB123,ZygoLCG
Rhizopus oryzae NRRL 2871,NRRL 2871,CWSAU,SAMN11511993,PRJNA537150,64495,Rhizopus oryzae,SRS4735988,SRR9029060,FB124,ZygoLCG
Rhizopus oryzae NRRL 3133,NRRL 3133,GBNTC,SAMN14511806,PRJNA619788,64495,Rhizopus oryzae,,,,ZygoLCG
Rhizopus oryzae NRRL 3613,NRRL 3613,CWSBH,SAMN11511994,PRJNA537151,64495,Rhizopus oryzae,SRS5069316,SRR9650551,FB125,ZygoLCG
Rhizopus oryzae NRRL 46180,NRRL 46180,GAUUY,SAMN11493355,PRJNA535029,64495,Rhizopus oryzae,SRS5128353,SRR9720363,FBN20,ZygoLCG
Rhizopus oryzae NRRL 62023,NRRL 62023,GAUTG,SAMN11510234,PRJNA536202,64495,Rhizopus oryzae,SRS5128294,SRR9720300,FBX55,ZygoLCG
Rhizopus oryzae NRRL 6202,NRRL 6202,CWSCG,SAMN11511970,PRJNA537152,64495,Rhizopus oryzae,SRS4736443,SRR9029551,FB126,ZygoLCG
Rhizopus oryzae NRRL 6400,NRRL 6400,GAUPW,SAMN11510242,PRJNA536228,64495,Rhizopus oryzae,SRS5128173,SRR9720178,FBX81,ZygoLCG
Rhizopus oryzae NRRL 66569,NRRL 66569,CWSGB,SAMN11511972,PRJNA537154,64495,Rhizopus oryzae,SRS4736598,SRR9029844,FB128,ZygoLCG
Rhizopus oryzae NRRL 66645,NRRL 66645,GWOWH;GZWXW,SAMN16772743,PRJNA676576,64495,Rhizopus oryzae,SRS7834704,SRR13201211,IWR52,ZygoLCG
Rhizopus oryzae NRRL A-11564,NRRL A-11564,CWSGP,SAMN11511973,PRJNA537155,64495,Rhizopus oryzae,SRS4736594,SRR9029840,FB129,ZygoLCG
Rhizopus oryzae NRRL A-12640,NRRL A-12640,CWSGS,SAMN11511974,PRJNA537156,64495,Rhizopus oryzae,SRS4736599,SRR9029845,FB130,ZygoLCG
Rhizopus oryzae NRRL A-12997,NRRL A-12997,CWSGT,SAMN11511995,PRJNA537157,64495,Rhizopus oryzae,SRS5069355,SRR9650591,FB131,ZygoLCG
Rhizopus oryzae Went Prinsen Geerlings NRRL 3563,NRRL 3563,GAUTC,SAMN11532226,PRJNA538862,64495,Rhizopus oryzae,SRS5128293,SRR9720299,FB630,ZygoLCG
Rhizopus peka NRRL 1522,NRRL 1522,CWPZS,SAMN11512085,PRJNA537971,64495,Rhizopus oryzae,SRS4735619,SRR9028654,FB399,ZygoLCG
Rhizopus pseudochinensis NRRL 2344,NRRL 2344,GBNSA,SAMN11532712,PRJNA538882,64495,Rhizopus oryzae,SRS5394099,SRR10127527,FB650,ZygoLCG
Rhizopus reflexus NRRL A-16792,NRRL A-16792,CWSGY,SAMN11511960,PRJNA537998,219329,Rhizopus stolonifer var. reflexus,SRS4736865,SRR9030119,FB426,ZygoLCG
Rhizopus reflexus NRRL A-18059,NRRL A-18059,CWSHN,SAMN11511964,PRJNA538002,219329,Rhizopus stolonifer var. reflexus,SRS5069354,SRR9650590,FB430,ZygoLCG
Rhizopus rhizopodiformis Cohn Zopf NRRL 6258,NRRL 6258,GAUPU,SAMN11510255,PRJNA536243,58291,Rhizopus microsporus,SRS5128172,SRR9720177,FBX96,ZygoLCG
Rhizopus rhizopodiformis NRRL 2570,NRRL 2570,CWSAO,SAMN11512089,PRJNA537975,58291,Rhizopus microsporus,SRS4735912,SRR9028948,FB403,ZygoLCG
Rhizopus rhizopodiformis NRRL 5189,NRRL 5189,CWSBO,SAMN11512118,PRJNA537982,58291,Rhizopus microsporus,SRS4736068,SRR9029157,FB410,ZygoLCG
Rhizopus rhizopodiformis NRRL 5556,NRRL 5556,GAUPX,SAMN11493308,PRJNA535098,58291,Rhizopus microsporus,SRS5128175,SRR9720180,FBN93,ZygoLCG
Rhizopus rhizopodiformis NRRL 6246,NRRL 6246,GAUSA,SAMN11510197,PRJNA535670,58291,Rhizopus microsporus,SRS5128176,SRR9720181,FBU14,ZygoLCG
Rhizopus rhizopodiformis NRRL 6259,NRRL 6259,CWSCN,SAMN11512121,PRJNA537988,58291,Rhizopus microsporus,SRS5069333,SRR9650568,FB416,ZygoLCG
Rhizopus rhizopodiformis NRRL 6260,NRRL 6260,GAUPY,SAMN11533443,PRJNA538860,58291,Rhizopus microsporus,SRS5128174,SRR9720179,FB628,ZygoLCG
Rhizopus rhizopodiformis NRRL 6500,NRRL 6500,GAUSU,SAMN11493335,PRJNA535020,58291,Rhizopus microsporus,SRS5128171,SRR9720176,FBN10,ZygoLCG
Rhizopus rhizopodiformis NRRL 6501,NRRL 6501,CWSCP,SAMN11512123,PRJNA537990,58291,Rhizopus microsporus,SRS5069336,SRR9650571,FB418,ZygoLCG
Rhizopus rhizopodiformis NRRL A-16034,NRRL A-16034,CWSGX,SAMN11511959,PRJNA537997,58291,Rhizopus microsporus,SRS5069357,SRR9650593,FB425,ZygoLCG
Rhizopus sp. NRRL 1524,NRRL 1524,CWPZT,SAMN11532048,PRJNA537158,2572623,Rhizopus sp. NRRL 1524,SRS4735570,SRR9028605,FB132,ZygoLCG
Rhizopus sp. NRRL 1530,NRRL 1530,GAUSZ,SAMN11533441,PRJNA536203,2572624,Rhizopus sp. NRRL 1530,SRS5128290,SRR9720296,FBX56,ZygoLCG
Rhizopus sp. NRRL 1539,NRRL 1539,GAUUX,SAMN11532705,PRJNA536204,2572625,Rhizopus sp. NRRL 1539,SRS5128325,SRR9720335,FBX57,ZygoLCG
Rhizopus sp. NRRL 1543,NRRL 1543,GAUSY,SAMN11528547,PRJNA536205,2572626,Rhizopus sp. NRRL 1543,SRS5128217,SRR9720223,FBX58,ZygoLCG
Rhizopus sp. NRRL 1544,NRRL 1544,GAUTA,SAMN11532706,PRJNA536206,2572627,Rhizopus sp. NRRL 1544,SRS5128292,SRR9720298,FBX59,ZygoLCG
Rhizopus sp. NRRL 2934,NRRL 2934,CWSAY,SAMN11532234,PRJNA537159,2572628,Rhizopus sp. NRRL 2934,SRS5069312,SRR9650546,FB133,ZygoLCG
Rhizopus sp. NRRL 3368,NRRL 3368,CWSBC,SAMN11532819,PRJNA537160,2572629,Rhizopus sp. NRRL 3368,SRS5069313,SRR9650548,FB134,ZygoLCG
Rhizopus sp. NRRL 3373,NRRL 3373,CWSBG,SAMN11533302,PRJNA537161,2572630,Rhizopus sp. NRRL 3373,SRS5069314,SRR9650549,FB135,ZygoLCG
Rhizopus sp. NRRL 5857,NRRL 5857,GAUWB,SAMN11532818,PRJNA535011,2574736,Rhizopus sp. NRRL 5857,SRS5128356,SRR9720366,FBN00,ZygoLCG
Rhizopus sp. NRRL A-10162,NRRL A-10162,CWSGG,SAMN11532049,PRJNA537162,2572631,Rhizopus sp. NRRL A-10162,SRS5069348,SRR9650584,FB136,ZygoLCG
Rhizopus sp. NRRL A-10958,NRRL A-10958,GAUSW,SAMN11532707,PRJNA536207,2572632,Rhizopus sp. NRRL A-10958,SRS5128216,SRR9720222,FBX60,ZygoLCG
Rhizopus sp. NRRL A-11791,NRRL A-11791,GAUST,SAMN11532038,PRJNA536208,2572633,Rhizopus sp. NRRL A-11791,SRS5128214,SRR9720220,FBX61,ZygoLCG
Rhizopus sp. NRRL A-16766A,NRRL A-16766A,GAWHB,SAMN11533295,PRJNA536209,2572634,Rhizopus sp. NRRL A-16766A,SRS5128169,SRR9720174,FBX62,ZygoLCG
Rhizopus sp. NRRL A-17034,NRRL A-17034,GAUSP,SAMN11533296,PRJNA536210,2572635,Rhizopus sp. NRRL A-17034,SRS5128205,SRR9720210,FBX63,ZygoLCG
Rhizopus sp. NRRL A-17388,NRRL A-17388,GAUWA,SAMN11532701,PRJNA536211,2572636,Rhizopus sp. NRRL A-17388,SRS5128354,SRR9720364,FBX64,ZygoLCG
Rhizopus sp. NRRL A-17389,NRRL A-17389,GAUSO,SAMN11532039,PRJNA536212,2572637,Rhizopus sp. NRRL A-17389,SRS5128203,SRR9720208,FBX65,ZygoLCG
Rhizopus sp. NRRL A-17473,NRRL A-17473,CWSHC,SAMN11533303,PRJNA537163,2572638,Rhizopus sp. NRRL A-17473,SRS4736873,SRR9030127,FB137,ZygoLCG
Rhizopus sp. NRRL A-17548,NRRL A-17548,CWSHG,SAMN11532050,PRJNA537164,2572639,Rhizopus sp. NRRL A-17548,SRS4736867,SRR9030121,FB138,ZygoLCG
Rhizopus sp. NRRL A-18472,NRRL A-18472,CWSHO,SAMN11533447,PRJNA537166,2572641,Rhizopus sp. NRRL A-18472,SRS4736866,SRR9030120,FB140,ZygoLCG
Rhizopus sp. NRRL A-18714,NRRL A-18714,CWSHP,SAMN11528552,PRJNA537167,2572642,Rhizopus sp. NRRL A-18714,SRS4736872,SRR9030126,FB141,ZygoLCG
Rhizopus sp. NRRL A-21231,NRRL A-21231,CWSHS,SAMN11532812,PRJNA537168,2572643,Rhizopus sp. NRRL A-21231,SRS4736868,SRR9030122,FB142,ZygoLCG
Rhizopus sp. NRRL A-23913,NRRL A-23913,CWSHU,SAMN11532716,PRJNA537169,2572644,Rhizopus sp. NRRL A-23913,SRS4737330,SRR9030665,FB143,ZygoLCG
Rhizopus stolonifer NRRL 1479,NRRL 1479,GAUUZ,SAMN11510235,PRJNA536213,4846,Rhizopus stolonifer,SRS5128326,SRR9720336,FBX66,ZygoLCG
Rhizopus stolonifer NRRL 1480,NRRL 1480,CWPZC,SAMN11512010,PRJNA537173,4846,Rhizopus stolonifer,SRS4735592,SRR9028627,FB147,ZygoLCG
Rhizopus stolonifer NRRL 1483,NRRL 1483,GAUUW,SAMN11532709,PRJNA538863,4846,Rhizopus stolonifer,SRS5128324,SRR9720334,FB631,ZygoLCG
Rhizopus stolonifer NRRL 1519,NRRL 1519,GAUXT,SAMN11510192,PRJNA536214,4846,Rhizopus stolonifer,SRS5128440,SRR9720458,FBX67,ZygoLCG
Rhizopus stolonifer NRRL 54333,NRRL 54333,GAUXG,SAMN11493336,PRJNA535022,4846,Rhizopus stolonifer,SRS5128386,SRR9720396,FBN12,ZygoLCG
Rhizopus stolonifer NRRL 54667,NRRL 54667,CWSCX,SAMN11511996,PRJNA537170,4846,Rhizopus stolonifer,SRS5069347,SRR9650583,FB144,ZygoLCG
Rhizopus stolonifer NRRL 66454,NRRL 66454,CWSCY,SAMN11511997,PRJNA537171,4846,Rhizopus stolonifer,SRS5069351,SRR9650587,FB145,ZygoLCG
Rhizopus stolonifer NRRL 66455,NRRL 66455,GAUWO,SAMN11510653,PRJNA535807,4846,Rhizopus stolonifer,SRS5128361,SRR9720371,FBU24,ZygoLCG
Rhizopus stolonifer NRRL 66456,NRRL 66456,GAUWC,SAMN11493353,PRJNA535024,4846,Rhizopus stolonifer,SRS5128357,SRR9720367,FBN14,ZygoLCG
Rhizopus stolonifer NRRL 66457,NRRL 66457,GAUWN,SAMN11493305,PRJNA535089,4846,Rhizopus stolonifer,SRS5128359,SRR9720369,FBN83,ZygoLCG
Rhizopus stolonifer NRRL 66458,NRRL 66458,GAUXC,SAMN11493325,PRJNA535103,4846,Rhizopus stolonifer,SRS5128384,SRR9720394,FBN98,ZygoLCG
Rhizopus stolonifer NRRL 66459,NRRL 66459,GAUWH,SAMN11493326,PRJNA535105,4846,Rhizopus stolonifer,SRS5128358,SRR9720368,FBO00,ZygoLCG
Rhizopus stolonifer NRRL 66460,NRRL 66460,CWSCZ,SAMN11511998,PRJNA537172,4846,Rhizopus stolonifer,SRS5069350,SRR9650586,FB146,ZygoLCG
Rhizopus thermosus Yamamoto NRRL 2862,NRRL 2862,GAUSN,SAMN11510237,PRJNA536220,64495,Rhizopus oryzae,SRS5128196,SRR9720201,FBX73,ZygoLCG
Rhizopus tritici NRRL 1476,NRRL 1476,GAUSS,SAMN11510198,PRJNA535671,64495,Rhizopus oryzae,SRS5128204,SRR9720209,FBU15,ZygoLCG
Rhizopus tritici NRRL 1529,NRRL 1529,CWPZU,SAMN11512086,PRJNA537972,64495,Rhizopus oryzae,SRS4735778,SRR9028813,FB400,ZygoLCG
Spiromyces aspiralis RSA 2271,RSA 2271,CUPXW,SAMN10864757,PRJNA519295,68401,Spiromyces aspiralis,SRS4604250,SRR8873024,EV182,ZygoLCG
Sporodiniella umbellata FLAS-F-62758,FLAS-F-62758,GPGCC,SAMN13166137,PRJNA581162,101117,Sporodiniella umbellata,SRS6088951,SRR10999322,GGF36,ZygoLCG
Syncephalastrum racemosum CBS 440.59_Plus,CBS 440.59_Plus,GBNXA,SAMN11510830,PRJNA535825,13706,Syncephalastrum racemosum,SRS5394208,SRR10127678,FBU46,ZygoLCG
Syncephalastrum racemosum CBS 441.59-,CBS 441.59-,GBNXB,SAMN11510832,PRJNA535827,13706,Syncephalastrum racemosum,SRS5394207,SRR10127677,FBU48,ZygoLCG
Syncephalastrum racemosum NRRL 1506,NRRL 1506,HCXAO,SAMN15739635,PRJNA653046,13706,Syncephalastrum racemosum,SRS7408851,SRR12690208,H4W73,ZygoLCG
Syncephalastrum racemosum NRRL 1623,NRRL 1623,HCXAZ,SAMN16773954,PRJNA677215,13706,Syncephalastrum racemosum,,,IWY27,ZygoLCG
Syncephalastrum racemosum NRRL 2495,NRRL 2495,HCXBZ,SAMN15740076,PRJNA653057,13706,Syncephalastrum racemosum,SRS7408908,SRR12690273,H4W84,ZygoLCG
Syncephalastrum sp. NRRL 1485,NRRL 1485,HCXAH,SAMN16810877,PRJNA677203,2789336,Syncephalastrum sp. NRRL 1485,,,IWY15,ZygoLCG
Syncephalastrum sp. NRRL 1487,NRRL 1487,GAWNB,SAMN11533442,PRJNA536215,2572645,Syncephalastrum sp. NRRL 1487,SRS5128558,SRR9720730,FBX68,ZygoLCG
Syncephalastrum sp. NRRL 1505,NRRL 1505,GAUYC,SAMN11532708,PRJNA536222,2572646,Syncephalastrum sp. NRRL 1505,SRS5128706,SRR9720878,FBX75,ZygoLCG
Syncephalastrum sp. NRRL 1507,NRRL 1507,HCXAP,,,,,,,,ZygoLCG
Syncephalastrum sp. NRRL A-15186,NRRL A-15186,GAWHY,SAMN11532556,PRJNA536216,2572647,Syncephalastrum sp. NRRL A-15186,SRS5128520,SRR9720692,FBX69,ZygoLCG
Syncephalastrum sp. NRRL A-23572,NRRL A-23572,GAWNH,SAMN11532040,PRJNA536218,2572649,Syncephalastrum sp. NRRL A-23572,SRS5128704,SRR9720876,FBX71,ZygoLCG
Syncephalastrum verruculosum RSA 2127,RSA 2127,COZUB,SAMN10362774,PRJNA500292,2045278,Syncephalastrum verruculosum,SRS4247325,SRR8437492,EDC08,ZygoLCG
Syzygites megalocarpus,SC16,GBNTB,SAMN11510664,PRJNA536116,101119,Syzygites megalocarpus,SRS5394210,SRR10127680,FBW69,ZygoLCG
Syzygites sp. MES 3091,MES 3091,CUPYH,SAMN10872737,PRJNA519281,2512250,Syzygites sp. MES 3091,SRS4604276,SRR8873050,EV168,ZygoLCG
Thamnidium ctenidium NRRL 2929,NRRL 2929,HCXGG,SAMN11510657,PRJNA535833,101144,Mucor ctenidius,SRS5393865,SRR10127293,FBU54,ZygoLCG
Thamnidium elegans NRRL 1613,NRRL 1613,HHBGW,SAMN15741904,PRJNA653049,101142,Thamnidium elegans,SRS7408898,SRR12690263,H4W76,ZygoLCG
Thamnidium elegans NRRL 2467,NRRL 2467,HCXBX,SAMN05443592,PRJNA332251,101142,Thamnidium elegans,SRS1914413,SRR5166901;SRR6050245,BDF21,ZygoLCG
Thamnidium elegans NRRL 2468,NRRL 2468,HHBHC,SAMN16773217,PRJNA677207,101142,Thamnidium elegans,,,IWY19,ZygoLCG
Thamnostylum lucknowense RSA 1015_Plus-T,RSA 1015_Plus-T,GBNSX,SAMN11510823,PRJNA535817,1162313,Thamnostylum lucknowense,SRS5394209,SRR10127679,FBU37,ZygoLCG
Thamnostylum lucknowense RSA 1093-,RSA 1093-,GBNTU,SAMN11510833,PRJNA535830,1162313,Thamnostylum lucknowense,SRS5394213,SRR10127683,FBU51,ZygoLCG
Thamnostylum nigricans RSA 1405-,RSA 1405-,GBNWP,SAMN11510824,PRJNA535818,1162312,Thamnostylum nigricans,SRS5394217,SRR10127687,FBU38,ZygoLCG
Thamnostylum nigricans RSA 1406,RSA 1406,CHXZG,SAMN09062778,PRJNA455963,1162312,Thamnostylum nigricans,SRS3664231,SRR7686431,DER74,ZygoLCG
Thamnostylum piriforme NRRL A-21589,NRRL A-21589,GAUXS,SAMN11510236,PRJNA536219,101143,Thamnostylum piriforme,SRS5128707,SRR9720879,FBX72,ZygoLCG
Thamnostylum piriforme RSA 251,RSA 251,CHXZT,SAMN09074681,PRJNA463349,101143,Thamnostylum piriforme,SRS3664235,SRR7686435,DFQ42,ZygoLCG
Thamnostylum repens RSA 459_Plus,RSA 459_Plus,CUPXU,SAMN10864754,PRJNA519277,1162311,Thamnostylum repens,SRS4604198,SRR8872971,EV164,ZygoLCG
Thamnostylum repens Tieghem Upadhyay NRRL 6240,NRRL 6240,GAUYS,SAMN11510249,PRJNA536235,1162311,Thamnostylum repens,SRS5128509,SRR9720681,FBX88,ZygoLCG
Tieghemiomyces parasiticus RSA 861,RSA 861,GWWAU,SAMN16772653,PRJNA676425,78921,Tieghemiomyces parasiticus,SRS7838793,SRR13205878,IWQ60,ZygoLCG
Umbelopsis ovata NRRL 13127T,NRRL 13127T,GBNSG,SAMN11510679,PRJNA535809 ,201723,Umbelopsis ovata,SRS5394212,SRR10127682,FBU27,ZygoLCG
Zygorhynchus exponens NRRL 1492,NRRL 1492,CUPZW,SAMN10864716,PRJNA519263,91643,Mucor exponens,SRS4604765,SRR8873630,EV150,ZygoLCG
Zygorhynchus exponens var. smithii NRRL 2572T,NRRL 2572T,GBNTH,SAMN11510672,PRJNA536124,91643,Mucor exponens,SRS5394218,SRR10127688,FBW77,ZygoLCG
Zygorhynchus heterogamus Vuillemin NRRL 1489,NRRL 1489,GAWHP,SAMN11510194,PRJNA536237,101122,Mucor heterogamus,SRS5128515,SRR9720687,FBX90,ZygoLCG
Zygorhynchus moelleri NRRL 1498,NRRL 1498,GAWGH,SAMN11510199,PRJNA535672,1302847,Mucor moelleri,SRS5126947,SRR9719770,FBU16,ZygoLCG
Zygorhynchus moelleri NRRL 1625,NRRL 1625,HHBGX,SAMN15741649,PRJNA653117,1302847,Mucor moelleri,SRS7408900,SRR12690265,H4X44,ZygoLCG
Zygorhynchus moelleri NRRL 3138,NRRL 3138,HCXGW,SAMN16773635,PRJNA677200,1302847,Mucor moelleri,,,IWY12,ZygoLCG
Zygorhynchus moelleri Vuillemin NRRL 1497,NRRL 1497,GAWGN,SAMN11532228,PRJNA538872,1302847,Mucor moelleri,SRS5127768,SRR9719772,FB640,ZygoLCG
Zygorhynchus sp. NRRL 3102,NRRL 3102,HCXGT,SAMN15759862,PRJNA653051,2761415,Zygorhynchus sp. NRRL 3102,SRS7409021,SRR12691217,H4W78,ZygoLCG
