CWSCU	Mortierella_ovata_NRRL_13128.LCG
GAUUO	Mortierella_ovata_Yip_NRRL_13127.LCG
BCCHT	Mortierella_parvispora_AD039.LCG
BCCOA	Mortierella_polycephala_KOD_948.LCG
BCCNG	Mortierella_polygonia_AM948.LCG
H4R40	Mortierella_ramanniana_var._autotrophica_NRRL_5843T.LCG
BCCPP	Mortierella_schmuckeri_NRRL_6426.LCG
BCCSO	Mortierella_selenospora_KOD_1015.LCG
GWOUN	Mortierella_sepedonioides_NRRL_6425.LCG
BCCSU	Mortierella_sp._14UC.LCG
BCCTO	Mortierella_sp._AD010.LCG
BCCTP	Mortierella_sp._AD011.LCG
BCCNB	Mortierella_sp._AD031.LCG
BCCNC	Mortierella_sp._AD032.LCG
BCCTB	Mortierella_sp._AD094.LCG
BCCNN	Mortierella_sp._AM989.LCG
BCCHG	Mortierella_sp._GBA30.LCG
BCCHO	Mortierella_sp._GBA35.LCG
BCCOO	Mortierella_sp._GBA39.LCG
BCCON	Mortierella_sp._GBA43.LCG
BCCST	Mortierella_sp._KOD_1030.LCG
MorGBAus27b_1	Mortierella_sp_nov_GBAus27b
GWOWT	Mortierella_sp._NRRL_1458.LCG
GWOWS	Mortierella_sp._NRRL_1617.LCG
BCCNU	Mortierella_sp._NVP41.LCG
BCCOG	Mortierella_sp._NVP85.LCG
BCCSZ	Mortierella_verticillata_AD079.LCG
BCCPA	Mortierella_verticillata_NRRL_2611.LCG
Mver	Mortierella_verticillata_NRRL_6337
BCCOS	Mortierella_verticillata_TTC192.LCG
GWOUZ	Mortierella_vinacea_NRRL_A-13231.LCG
BCCPN	Mortierella_wolfii_NRRL_6351.LCG
BCCTZ	Mortierella_wolfii_NRRL_66265.LCG
CTHWB	Mortierella_zychae_NRRL_2592.LCG
GBNUC	Mortierella_zychae_PUST_F9C.LCG
CUPYW	Mucor_aligarensis_NRRL_3099.LCG
H4X07	Mucor_alternans_NRRL_3358.LCG
GAWBB	Mucor_alternans_NRRL_A-15142.LCG
GAWBH	Mucor_alternans_NRRL_A-16397.LCG
MAM1	Mucor_ambiguus_NBRC_6742
GAWBT	Mucor_aromaticus_NRRL_A-17745.LCG
GAUXN	Mucor_azygosporus_Benjamin_NRRL_3068.LCG
HASYC	Mucor_bainieri_NRRL_2988.LCG
GAWBY	Mucor_brunneus_NRRL_2351.LCG
GAWAB	Mucor_caninus_NRRL_A-12555.LCG
INT45	Mucor_circinatus_CBS_142.35
G226	Mucor_circinelloides_B8987
GBNPZ	Mucor_circinelloides_f._circinelloides_NRRL_3614.LCG
CHXYW	Mucor_circinelloides_f._griseocyanus_NRRL_3621.LCG
GAWBW	Mucor_circinelloides_f._janssenii_NRRL_2404.LCG
H4W44	Mucor_circinelloides_f._janssenii_NRRL_2629.LCG
H4W45	Mucor_circinelloides_f._janssenii_NRRL_553.LCG
Mucci2	Mucor_circinelloides_f._lusitanicus_CBS_277.49
H4W46	Mucor_circinelloides_f._lusitanicus_NRRL_1442.LCG
H4W47	Mucor_circinelloides_f._lusitanicus_NRRL_1443.LCG
CUPYX	Mucor_circinelloides_f._lusitanicus_NRRL_3629.LCG
GWPAC	Mucor_circinelloides_f._lusitanicus_NRRL_3631.LCG
GAWCS	Mucor_circinelloides_NRRL_A-25893.LCG
H4W48	Mucor_circinelloides_var._griseocyanus_NRRL_1415.LCG
IWY18	Mucor_circinelloides_var._griseocyanus_NRRL_1416.LCG
H4W49	Mucor_circinelloides_var._griseocyanus_NRRL_1417.LCG
H4W50	Mucor_circinelloides_var._griseocyanus_NRRL_1418.LCG
Kircor1	Mucor_cordense_RSA_1222.v1
GAWAT	Mucor_corticolus_NRRL_A-16258.LCG
GBNUB	Mucor_ctenidius_NRRL_2929T.LCG
CWSCB	Mucor_dispersus_NRRL_6039.LCG
GAUYN	Mucor_dispersus_NRRL_6045.LCG
GAUXO	Mucor_dispersus_NRRL_6046.LCG
Mucend1	Mucor_endophyticus_UBOCC-A-113049
CUPYY	Mucor_foenicola_NRRL_A-10991.LCG
CUPYZ	Mucor_fragilis_NRRL_2569.LCG
IWY14	Mucor_fragilis_NRRL_2714.LCG
GAWAY	Mucor_fragilis_NRRL_A-16026.LCG
Mucfus1	Mucor_fuscus_UBOCC-A-109160
H4W53	Mucor_genevensis_NRRL_1410.LCG
H4W54	Mucor_genevensis_NRRL_1411.LCG
H4X01	Mucor_genevensis_NRRL_1412.LCG
GAWCC	Mucor_genevensis_NRRL_1756.LCG
CHXYH	Mucor_genevensis_NRRL_1821.LCG
CWSBA	Mucor_genevensis_NRRL_3101.LCG
GAWBP	Mucor_genevensis_NRRL_A-17770.LCG
GAWCU	Mucor_globosus_Fischer_NRRL_1759.LCG
CHXZU	Mucor_globosus_NRRL_1436.LCG
GAWCB	Mucor_globosus_NRRL_A-28295.LCG
CUPZA	Mucor_griseo-ochraceus_var._minuta_NRRL_3246.LCG
Zyghet1	Mucor_heterogamus_NRRL_1489.v1
CUPZB	Mucor_heterosporus_NRRL_3154.LCG
CHXYU	Mucor_hiemalis_f._corticola_NRRL_3617.LCG
GAWBN	Mucor_hiemalis_f._hiemalis_NRRL_1743.LCG
CHXYX	Mucor_hiemalis_f._hiemalis_NRRL_3624.LCG
CHXZW	Mucor_hiemalis_f._luteus_NRRL_3633.LCG
CHXYY	Mucor_hiemalis_f._silvaticus_NRRL_3643.LCG
GAWCG	Mucor_hiemalis_NRRL_2349.LCG
HASXW	Mucor_hiemalis_NRRL_2461.LCG
HASYB	Mucor_hiemalis_NRRL_2462.LCG
H4W35	Mucor_hiemalis_NRRL_3140.LCG
GAUZY	Mucor_hiemalis_NRRL_A-11532.LCG
GAUYP	Mucor_hiemalis_NRRL_A-16027.LCG
HASXU	Mucor_hiemalis_NRRL_A-26125.LCG
GAUWZ	Mucor_hiemalis_NRRL_A-28298.LCG
GBNST	Mucor_inaequisporus_NRRL_3626.LCG
N157	Mucor_indicus_B7402
GAUTW	Mucor_indicus_Lendner_NRRL_13132.LCG
GAUSC	Mucor_indicus_Lendner_NRRL_13468.LCG
GWOTW	Mucor_indicus_NRRL_13081.LCG
GZWXU	Mucor_indicus_NRRL_13082.LCG
GZNWG	Mucor_indicus_NRRL_13133.LCG
GWOTP	Mucor_indicus_NRRL_13471.LCG
CUPZC	Mucor_indicus_NRRL_555.LCG
GBNPW	Mucor_intermedius_NRRL_6588T.LCG
GAWAP	Mucor_javanicus_NRRL_A-17643.LCG
HASXY	Mucor_lamprosporus_NRRL_3300.LCG
CWSCA	Mucor_lamprosporus_NRRL_6037.LCG
GAUYH	Mucor_lamprosporus_NRRL_6040.LCG
CWSCC	Mucor_lamprosporus_NRRL_6048.LCG
GAUYB	Mucor_lamprosporus_NRRL_6049.LCG
CUPZG	Mucor_laxorrhizus_NRRL_2814.LCG
MUCCIDRAFT	Mucor_lusitanicus_CBS_277.49
FB192DRAFT	Mucor_lusitanicus_MU402
HASYG	Mucor_luteus_NRRL_2847.LCG
COZUA	Mucor_luteus_NRRL_2865.LCG
GZNWU	Mucor_luteus_NRRL_3164.LCG
CHXZX	Mucor_luteus_var._indica_NRRL_3245.LCG
CWSBB	Mucor_maequisporus_var._kaki_NRRL_3295.LCG
IWY23	Mucor_mephitis_NRRL_2596.LCG
GAUTX	Mucor_miehei_NRRL_5283.LCG
GAUUN	Mucor_miehei_NRRL_5902.LCG
CHXYT	Mucor_mousanensis_NRRL_3105.LCG
GAUXY	Mucor_mucedo_Linnaeus_Fresenius_NRRL_A-13277.LCG
Mucmuc1	Mucor_mucedo_NRRL_3635
CHXZA	Mucor_nidicola_NRRL_54520.LCG
CHXYC	Mucor_oblongisporus_var._macrosporus_NRRL_1574.LCG
GAWBO	Mucor_oblongisporus_var._macrosporus_NRRL_1589.LCG
CHXYS	Mucor_odoratus_NRRL_3064.LCG
CUPZH	Mucor_pakistanicus_NRRL_6589.LCG
CUPZN	Mucor_petrinsularis_var._echinosporus_NRRL_3141.LCG
CUPZO	Mucor_petrinsularis_var._ovalisporus_NRRL_2536.LCG
CHXYP	Mucor_philippovi_NRRL_3036.LCG
GBNTZ	Mucor_piriformis_NRRL_3637.LCG
GBNSS	Mucor_plasmaticus_NRRL_2708.LCG
INT46	Mucor_plumbeus_CBS_226.32
FBU44	Mucor_plumbeus_JES_114.LCG
GAUYW	Mucor_plumbeus_NRRL_2353.LCG
H4W58	Mucor_plumbeus_NRRL_2357.LCG
GAUSH	Mucor_pusillus_Lindt_NRRL_3470.LCG
GAUYU	Mucor_pusillus_Lindt_NRRL_A-16035.LCG
GAUZT	Mucor_pusillus_NRRL_5893.LCG
HASYA	Mucor_pusillus_NRRL_5895.LCG
GAUWY	Mucor_pusillus_NRRL_A-13674.LCG
GAWHW	Mucor_pusillus_NRRL_A-14037.LCG
N155	Mucor_racemosus_B9645
GAWBZ	Mucor_racemosus_Fresenius_NRRL_1504.LCG
GAWBU	Mucor_racemosus_Fresenius_NRRL_1608.LCG
GAWHG	Mucor_racemosus_Fresenius_NRRL_1622.LCG
GAUZG	Mucor_racemosus_Fresenius_NRRL_1688.LCG
GAWHS	Mucor_racemosus_Fresenius_NRRL_1994.LCG
GAUYT	Mucor_racemosus_Fresenius_NRRL_A-11534.LCG
GAWAA	Mucor_racemosus_Fresenius_NRRL_A-19185.LCG
GAWAO	Mucor_racemosus_Fresenius_NRRL_A-19189.LCG
CHXYZ	Mucor_racemosus_f._sphaerosporus_NRRL_3645.LCG
IWY24	Mucor_racemosus_NRRL_1427.LCG
GAWCO	Mucor_racemosus_NRRL_1627.LCG
GBNUH	Mucor_racemosus_var._racemosus_NRRL_3641.LCG
GAWCN	Mucor_ramannianus_NRRL_1839.LCG
GAWAH	Mucor_ramannianus_NRRL_A-21216.LCG
CUPZP	Mucor_ramosissimus_NRRL_3042.LCG
CUPZS	Mucor_recurvus_NRRL_2358.LCG
CUPZT	Mucor_recurvus_var._indicus_NRRL_3247.LCG
H4W61	Mucor_rouxianus_NRRL_1429.LCG
GAWCA	Mucor_rouxii_Calmette_Wehmer_NRRL_1894.LCG
COZTZ	Mucor_saturninus_NRRL_2631.LCG
INT47	Mucor_saturninus_WA0000017839
CHXYB	Mucor_silvaticus_NRRL_1431.LCG
H4X03	Mucor_sp._NRRL_1439.LCG
H4W63	Mucor_sp._NRRL_1441.LCG
H4W87	Mucor_sp._NRRL_1444.LCG
IWY13	Mucor_sp._NRRL_1446.LCG
IWY16	Mucor_sp._NRRL_1448.LCG
H4X04	Mucor_sp._NRRL_1449.LCG
H4X10	Mucor_sp._NRRL_1451.LCG
H4X43	Mucor_sp._NRRL_1533.LCG
H4X42	Mucor_sp._NRRL_1644.LCG
H4W36	Mucor_sp._NRRL_2728.LCG
H4X45	Mucor_sp._NRRL_2932.LCG
GZNWB	Mucor_sp._NRRL_3206.LCG
GAWAZ	Mucor_sp._NRRL_A-14906.LCG
GAWAX	Mucor_sp._NRRL_A-17182.LCG
GAWBC	Mucor_sp._NRRL_A-17797.LCG
GAWBA	Mucor_sp._NRRL_A-18583.LCG
GAWAW	Mucor_sp._NRRL_A-21230.LCG
GAWCP	Mucor_sp._NRRL_A-21232.LCG
GAWAU	Mucor_sp._NRRL_A-21236.LCG
GAWBX	Mucor_sp._NRRL_A-25546.LCG
GAUYO	Mucor_sp._NRRL_A-25547.LCG
GAWAC	Mucor_sp._NRRL_A-25548.LCG
GAWBG	Mucor_sp._NRRL_A-25783.LCG
GAUXP	Mucor_sp._NRRL_A-25793.LCG
GAWCT	Mucor_sp._NRRL_A-25970.LCG
GAUZZ	Mucor_sp._NRRL_A-26212.LCG
GZNWC	Mucor_subtilissimus_NRRL_6226.LCG
H4X11	Mucor_tenuis_NRRL_1435.LCG
CHXYG	Mucor_varians_NRRL_1760.LCG
G224	Mucor_velutinous_B5328
CTHWG	Mucor_zychae_var._zychae_NRRL_3243.LCG
GAWCZ	Mycocladus_corymbifer_NRRL_1309.LCG
GWCZT	Mycoemilia_scoparia_NBRC_100468.LCG
Mycafr1	Mycotypha_africana_NRRL_2978
GAWCY	Mycotypha_microspora_Fenner_NRRL_684.LCG
GAWGB	Mycotypha_microspora_Fenner_NRRL_A-11005.LCG
COZTX	Mycotypha_microspora_IMI_282443.LCG
H4W66	Mycotypha_microspora_NRRL_1572.LCG
Olpbor1	Olpidium_bornovanus_UBC_F19785
Pfor	Pandora_formicae_Trinity
GAWGO	Parasitella_parasitica_Bainier_Sydow_NRRL_1461.LCG
BD408	Parasitella_parasitica_NRRL_2501.LCG
Parpar1	Parasitella_parasitica_NRRL_2501
GAWCX	Parasitella_simplex_NRRL_1460.LCG
IWY25	Parasitella_simplex_NRRL_2500.LCG
Phaart1	Phascolomyces_articulosus_RSA_2281
GAWGY	Phycomyces_blakesleeanus_Burgeff_NRRL_1465.LCG
GAWAG	Phycomyces_blakesleeanus_Burgeff_var._piloboloides_NRRL_2566.LCG
H4W67	Phycomyces_blakesleeanus_NRRL_1464.LCG
H4W68	Phycomyces_blakesleeanus_NRRL_1554.LCG
PHYBL	Phycomyces_blakesleeanus_NRRL_1555.LCG
Phybl2	Phycomyces_blakesleeanus_NRRL_1555
IWY26	Phycomyces_blakesleeanus_NRRL_1556.LCG
H4X20	Phycomyces_nitens_NRRL_2444.LCG
H4X29	Phycomyces_nitens_NRRL_2445.LCG
H4W69	Phycomyces_nitens_NRRL_2700.LCG
PnitS607_1	Phycomyces_nitens_S607.v1.PnitS607_1
PnitS608_1	Phycomyces_nitens_S608.v1.PnitS608_1
PnitS609_1	Phycomyces_nitens_S609.v1.PnitS609_1
CUPZU	Phycomyces_theobromatus_NRRL_1467.LCG
H4Y04	Pilaira_anomala_NRRL_2526.LCG
H4X19	Pilaira_anomala_NRRL_2527.LCG
Pilano1	Pilaira_anomala_RSA_1997
GBNWT	Pilaira_anomala_RSA_1998-.LCG
CHXXW	Pilaira_caucasica_CBS_523.68.LCG
GAWBS	Pilaira_caucasica_Milko_NRRL_6282.LCG
CHXXU	Pilaira_moreaui_CBS_181.26.LCG
Pilumb1	Pilobolus_umbonatus_NRRL_6349
Pincor1_1	Pinnaticoemansia_coronatispora_CBS_131509
Pipcy3_1	Piptocephalis_cylindrospora_RSA_2659
Piptie1	Piptocephalis_tieghemiana_RSA_1565
H4X14	Pirella_circinans_NRRL_2627.LCG
H4X40	Pirella_circinans_NRRL_2698.LCG
H4X15	Pirella_circinans_NRRL_2701.LCG
GBNTW	Pirella_circinans_RSA_622-.LCG
GBNTX	Pirella_circinans_RSA_682.LCG
CHXZP	Pirella_circinans_var._volvogradensis_RSA_2566.LCG
CHXXX	Pirella_naumovii_IMI_133977.LCG
CHXZS	Pirella_reniformis_NRRL_5259.LCG
GBNPY	Protomycocladus_faisalabadensis_NRRL_22826.LCG
Radspe1	Radiomyces_spectabilis_NRRL_2753
Rambr1	Ramicandelaber_brevisporus_CBS_109374
GBNTY	Rhizomucor_pusillus_NRRL_2543.LCG
N167	Rhizomucor_variabilis_B7584
Rhice1_1	Rhizophagus_cerebriforme_DAOM_227022
RclHR1	Rhizophagus_clarus_HR1
Gloin1	Rhizophagus_irregularis_DAOM_181602
CWPYU	Rhizopus_acetoinus_NRRL_549.LCG
GAUWP	Rhizopus_acetoinus_NRRL_5833.LCG
CTHWN	Rhizopus_americanus_NRRL_66675.LCG
GPPAC	Rhizopus_arrhizus_CBS_258.28.LCG
GPPAO	Rhizopus_arrhizus_CBS_330.53.LCG
GPOZZ	Rhizopus_arrhizus_CBS_387.34.LCG
GAUSB	Rhizopus_arrhizus_Fischer_NRRL_1527.LCG
HDV10	Rhizopus_arrhizus_IMI16641.LCG
HDV11	Rhizopus_arrhizus_IMI180966.LCG
HDV12	Rhizopus_arrhizus_IMI195599.LCG
HDV13	Rhizopus_arrhizus_IMI199624.LCG
HDV16	Rhizopus_arrhizus_IMI266680.LCG
HDV17	Rhizopus_arrhizus_IMI53173.LCG
HDV18	Rhizopus_arrhizus_JCM_5580.LCG
GPPAN	Rhizopus_arrhizus_NBRC_4735.LCG
GPOZY	Rhizopus_arrhizus_NBRC_4770.LCG
GPOZX	Rhizopus_arrhizus_NBRC_5318.LCG
CWSCS	Rhizopus_arrhizus_NRRL_13014.LCG
CWPYY	Rhizopus_arrhizus_NRRL_1470.LCG
CWSAG	Rhizopus_arrhizus_NRRL_2004.LCG
GAUWW	Rhizopus_arrhizus_NRRL_2286.LCG
CWSAP	Rhizopus_arrhizus_NRRL_2582.LCG
GAUWX	Rhizopus_arrhizus_NRRL_5896.LCG
CWSBZ	Rhizopus_arrhizus_NRRL_5899.LCG
GWOWB	Rhizopus_arrhizus_NRRL_66519.LCG
CWSGA	Rhizopus_arrhizus_NRRL_66564.LCG
GAUUU	Rhizopus_arrhizus_NRRL_66565.LCG
GAUUT	Rhizopus_arrhizus_NRRL_66568.LCG
GAUUA	Rhizopus_arrhizus_NRRL_66592.LCG
GAUUG	Rhizopus_arrhizus_NRRL_66595.LCG
GAUUB	Rhizopus_arrhizus_NRRL_66596.LCG
GPOYX	Rhizopus_arrhizus_NRRL_A-10276.LCG
GAUWT	Rhizopus_arrhizus_NRRL_A-10365.LCG
CWSGH	Rhizopus_arrhizus_NRRL_A-10369.LCG
GAUWU	Rhizopus_arrhizus_NRRL_A-11376.LCG
GPOYT	Rhizopus_arrhizus_NRRL_A-12134.LCG
GPOYY	Rhizopus_arrhizus_NRRL_A-12745.LCG
CWSGU	Rhizopus_arrhizus_NRRL_A-12998.LCG
HASXX	Rhizopus_arrhizus_NRRL_A-13276.LCG
GPOZC	Rhizopus_arrhizus_NRRL_A-13606.LCG
GPOZG	Rhizopus_arrhizus_NRRL_A-13642.LCG
GPOZH	Rhizopus_arrhizus_NRRL_A-13676.LCG
GPOZO	Rhizopus_arrhizus_NRRL_A-13678.LCG
GPOYA	Rhizopus_arrhizus_NRRL_A-13738.LCG
GPOYB	Rhizopus_arrhizus_NRRL_A-13850.LCG
CWSGW	Rhizopus_arrhizus_NRRL_A-13860.LCG
GPOZP	Rhizopus_arrhizus_NRRL_A-15308.LCG
CWSGZ	Rhizopus_arrhizus_NRRL_A-16824.LCG
CWSHA	Rhizopus_arrhizus_NRRL_A-16826.LCG
CWSHB	Rhizopus_arrhizus_NRRL_A-16827.LCG
CWPYT	Rhizopus_arrhizus_NRRL_A-17011.LCG
GPOYG	Rhizopus_arrhizus_NRRL_A-17371.LCG
GPOYO	Rhizopus_arrhizus_NRRL_A-20824.LCG
GPOYP	Rhizopus_arrhizus_NRRL_A-21477.LCG
GPOYN	Rhizopus_arrhizus_NRRL_A-21578.LCG
GPOZS	Rhizopus_arrhizus_NRRL_A-21579.LCG
GPOYH	Rhizopus_arrhizus_NRRL_A-21704.LCG
CWSHT	Rhizopus_arrhizus_NRRL_A-23526.LCG
GPOYZ	Rhizopus_arrhizus_NRRL_A-23527.LCG
GPOZT	Rhizopus_arrhizus_NRRL_A-25359.LCG
GAWHA	Rhizopus_arrhizus_NRRL_A-26112.LCG
GPOZB	Rhizopus_arrhizus_NRRL_A-26116.LCG
GPOZA	Rhizopus_arrhizus_NRRL_A-26501.LCG
CTHWP	Rhizopus_arrhizus_var._arrhizus_NRRL_66674.LCG
CWSBN	Rhizopus_arrhizus_var._delemar_NRRL_5129.LCG
CTHWO	Rhizopus_arrhizus_var._delemar_NRRL_66676.LCG
GPPAU	Rhizopus_arrhizus_XY00429.LCG
GPPAH	Rhizopus_arrhizus_XY00507.LCG
GPPAA	Rhizopus_arrhizus_XY01745.LCG
GPOZU	Rhizopus_arrhizus_XY01865.LCG
GPPAT	Rhizopus_arrhizus_XY01909.LCG
GPPAB	Rhizopus_arrhizus_XY01921.LCG
GPPAG	Rhizopus_arrhizus_XY02848.LCG
GAUTS	Rhizopus_artocarpi_NRRL_1799.LCG
CU097	Rhizopus_azygosporus_CBS_357
GBNTA	Rhizopus_azygosporus_NRRL_13165.LCG
GAUYA	Rhizopus_chinensis_NRRL_2906.LCG
CWSAW	Rhizopus_chinensis_NRRL_2909.LCG
CWSBP	Rhizopus_chinensis_NRRL_5190.LCG
GAUXW	Rhizopus_chinensis_Saito_NRRL_2905.LCG
GAUYG	Rhizopus_chinensis_Saito_NRRL_3671.LCG
GAUXX	Rhizopus_chinensis_var._liquefaciens_NRRL_2870.LCG
GAUUP	Rhizopus_chungkuoensis_NRRL_2873.LCG
CWPZB	Rhizopus_circinans_NRRL_1475.LCG
GAUTH	Rhizopus_circinans_NRRL_2913.LCG
GBNSW	Rhizopus_circinans_NRRL_2917.LCG
GAUXA	Rhizopus_circinans_van_Tieghem_NRRL_13978.LCG
CWPZP	Rhizopus_cohnii_NRRL_1517.LCG
IGS-99-880	Rhizopus_delemar_99-880.IGS-99-880.v1
Rhior3	Rhizopus_delemar_99-880
GAUWG	Rhizopus_delemar_NRRL_1472.LCG
G677	Rhizopus_delemar_NRRL_21446
G676	Rhizopus_delemar_NRRL_21447
G674	Rhizopus_delemar_NRRL_21477
G672	Rhizopus_delemar_NRRL_21789
GAWHH	Rhizopus_formosaensis_NRRL_2910.LCG
CWSAX	Rhizopus_formosaensis_NRRL_2911.LCG
GAUSX	Rhizopus_formosaensis_NRRL_A-10180.LCG
GAUXU	Rhizopus_hangchao_NRRL_2874.LCG
GAUTN	Rhizopus_hangchao_NRRL_5545.LCG
CWSAC	Rhizopus_japonicus_NRRL_1898.LCG
GAUTU	Rhizopus_japonicus_NRRL_A-13076.LCG
CWPZN	Rhizopus_liquefaciens_NRRL_1512.LCG
CWPZO	Rhizopus_liquefaciens_NRRL_1514.LCG
CWSAB	Rhizopus_liquefaciens_NRRL_1703.LCG
GBNSU	Rhizopus_lyococcos_NRRL_1523.LCG
Rhimi_ATCC11559_1	Rhizopus_microsporus_ATCC_11559
N156	Rhizopus_microsporus_B9738
GAUTT	Rhizopus_microsporus_NRRL_13129.LCG
CWSBS	Rhizopus_microsporus_NRRL_5546.LCG
CWSBT	Rhizopus_microsporus_NRRL_5547.LCG
CWSBU	Rhizopus_microsporus_NRRL_5548.LCG
CWSBW	Rhizopus_microsporus_NRRL_5550.LCG
GAUZX	Rhizopus_microsporus_NRRL_5551.LCG
GAUZU	Rhizopus_microsporus_NRRL_5552.LCG
CWSBX	Rhizopus_microsporus_NRRL_5553.LCG
CWSBY	Rhizopus_microsporus_NRRL_5554.LCG
GAUSG	Rhizopus_microsporus_NRRL_5558.LCG
GAUTO	Rhizopus_microsporus_NRRL_A-17693.LCG
CCTCCM201021	Rhizopus_microsporus_var_chinensis_CCTCCM201021
Rhimi1_1	Rhizopus_microsporus_var_microsporus_ATCC52813.v1.Rhimi1
N166	Rhizopus_microsporus_var_rhizopodiformis_B7455
GAUTP	Rhizopus_nigricans_Ehrenberg_NRRL_1477.LCG
GAUTZ	Rhizopus_nigricans_NRRL_3370.LCG
GAUXB	Rhizopus_nigricans_NRRL_3372.LCG
CWPZA	Rhizopus_nodosus_NRRL_1474.LCG
CWSCO	Rhizopus_oligosporus_NRRL_6495.LCG
GAUTY	Rhizopus_oligosporus_Saito_NRRL_5905.LCG
GAWHC	Rhizopus_oligosporus_Saito_NRRL_A-26117.LCG
GAUTB	Rhizopus_oligosporus_Saito_NRRL_A-26124.LCG
G679	Rhizopus_oryzae_97-1192
G671	Rhizopus_oryzae_99-133
G675	Rhizopus_oryzae_99-892
G225	Rhizopus_oryzae_B7407
G673	Rhizopus_oryzae_HUMC_02
CWSCT	Rhizopus_oryzae_NRRL_13098.LCG
G668	Rhizopus_oryzae_NRRL_13440
CWPZY	Rhizopus_oryzae_NRRL_1549.LCG
CWPZZ	Rhizopus_oryzae_NRRL_1550.LCG
G669	Rhizopus_oryzae_NRRL_18148
G670	Rhizopus_oryzae_NRRL_21396
CWSAS	Rhizopus_oryzae_NRRL_2625.LCG
CWSAU	Rhizopus_oryzae_NRRL_2871.LCG
GBNTC	Rhizopus_oryzae_NRRL_3133.LCG
CWSBH	Rhizopus_oryzae_NRRL_3613.LCG
GAUUY	Rhizopus_oryzae_NRRL_46180.LCG
GAUTG	Rhizopus_oryzae_NRRL_62023.LCG
CWSCG	Rhizopus_oryzae_NRRL_6202.LCG
GAUPW	Rhizopus_oryzae_NRRL_6400.LCG
CWSGB	Rhizopus_oryzae_NRRL_66569.LCG
GWOWH	Rhizopus_oryzae_NRRL_66645.LCG
CWSGP	Rhizopus_oryzae_NRRL_A-11564.LCG
CWSGS	Rhizopus_oryzae_NRRL_A-12640.LCG
CWSGT	Rhizopus_oryzae_NRRL_A-12997.LCG
GAUTC	Rhizopus_oryzae_Went_Prinsen_Geerlings_NRRL_3563.LCG
CWPZS	Rhizopus_peka_NRRL_1522.LCG
GBNSA	Rhizopus_pseudochinensis_NRRL_2344.LCG
CWSGY	Rhizopus_reflexus_NRRL_A-16792.LCG
CWSHN	Rhizopus_reflexus_NRRL_A-18059.LCG
GAUPU	Rhizopus_rhizopodiformis_Cohn_Zopf_NRRL_6258.LCG
CWSAO	Rhizopus_rhizopodiformis_NRRL_2570.LCG
CWSBO	Rhizopus_rhizopodiformis_NRRL_5189.LCG
GAUPX	Rhizopus_rhizopodiformis_NRRL_5556.LCG
GAUSA	Rhizopus_rhizopodiformis_NRRL_6246.LCG
CWSCN	Rhizopus_rhizopodiformis_NRRL_6259.LCG
GAUPY	Rhizopus_rhizopodiformis_NRRL_6260.LCG
GAUSU	Rhizopus_rhizopodiformis_NRRL_6500.LCG
CWSCP	Rhizopus_rhizopodiformis_NRRL_6501.LCG
CWSGX	Rhizopus_rhizopodiformis_NRRL_A-16034.LCG
RSEX	Rhizopus_sexualis_FSU-2531
CWPZT	Rhizopus_sp._NRRL_1524.LCG
GAUSZ	Rhizopus_sp._NRRL_1530.LCG
GAUUX	Rhizopus_sp._NRRL_1539.LCG
GAUSY	Rhizopus_sp._NRRL_1543.LCG
GAUTA	Rhizopus_sp._NRRL_1544.LCG
CWSAY	Rhizopus_sp._NRRL_2934.LCG
CWSBC	Rhizopus_sp._NRRL_3368.LCG
CWSBG	Rhizopus_sp._NRRL_3373.LCG
GAUWB	Rhizopus_sp._NRRL_5857.LCG
CWSGG	Rhizopus_sp._NRRL_A-10162.LCG
GAUSW	Rhizopus_sp._NRRL_A-10958.LCG
GAUST	Rhizopus_sp._NRRL_A-11791.LCG
GAWHB	Rhizopus_sp._NRRL_A-16766A.LCG
GAUSP	Rhizopus_sp._NRRL_A-17034.LCG
GAUWA	Rhizopus_sp._NRRL_A-17388.LCG
GAUSO	Rhizopus_sp._NRRL_A-17389.LCG
CWSHC	Rhizopus_sp._NRRL_A-17473.LCG
CWSHG	Rhizopus_sp._NRRL_A-17548.LCG
CWSHO	Rhizopus_sp._NRRL_A-18472.LCG
CWSHP	Rhizopus_sp._NRRL_A-18714.LCG
CWSHS	Rhizopus_sp._NRRL_A-21231.LCG
CWSHU	Rhizopus_sp._NRRL_A-23913.LCG
G232	Rhizopus_stolonifer_B9770
CU098	Rhizopus_stolonifer_LSU_93-RS-03.v1
GAUUZ	Rhizopus_stolonifer_NRRL_1479.LCG
CWPZC	Rhizopus_stolonifer_NRRL_1480.LCG
GAUUW	Rhizopus_stolonifer_NRRL_1483.LCG
GAUXT	Rhizopus_stolonifer_NRRL_1519.LCG
GAUXG	Rhizopus_stolonifer_NRRL_54333.LCG
CWSCX	Rhizopus_stolonifer_NRRL_54667.LCG
CWSCY	Rhizopus_stolonifer_NRRL_66454.LCG
Rhisto1	Rhizopus_stolonifer_NRRL_66455
GAUWO	Rhizopus_stolonifer_NRRL_66455.LCG
GAUWC	Rhizopus_stolonifer_NRRL_66456.LCG
GAUWN	Rhizopus_stolonifer_NRRL_66457.LCG
GAUXC	Rhizopus_stolonifer_NRRL_66458.LCG
GAUWH	Rhizopus_stolonifer_NRRL_66459.LCG
CWSCZ	Rhizopus_stolonifer_NRRL_66460.LCG
